{'Fam': {'RefFam_memory': '381,915', 'RefFam_rows': '2,222', 'RefFam_authors': '1,672', 'RefFam_tweets': '2,222', 'RefFam_datemin': '2019-12-10 18:33:26', 'RefFam_datemax': '2020-02-08 15:44:18'}, 'RT': {'RefRT_memory': '367,359', 'RefRT_rows': '7,322', 'RefRT_tweets': '2,222', 'RefRT_users': '5,814', 'RefRT_authors': '1,672', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-08 15:45:02'}, 'Inf': {'RefInf_memory': '298,685', 'RefInf_rows': '1,672', 'RefInf_authors': '1,672'}}
{'Fam': {'RefFam_memory': '4,884,019', 'RefFam_rows': '28,694', 'RefFam_authors': '16,661', 'RefFam_tweets': '28,694', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 07:44:40'}, 'RT': {'RefRT_memory': '9,365,147', 'RefRT_rows': '187,270', 'RefRT_tweets': '24,931', 'RefRT_users': '112,532', 'RefRT_authors': '14,988', 'RefRT_datemin': '2020-02-09 22:30:56', 'RefRT_datemax': '2020-02-10 07:45:07'}, 'Inf': {'RefInf_memory': '7,637,954', 'RefInf_rows': '44,572', 'RefInf_authors': '44,572'}}
{'Fam': {'RefFam_memory': '4,875,119', 'RefFam_rows': '28,627', 'RefFam_authors': '16,477', 'RefFam_tweets': '28,627', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 08:44:42'}, 'RT': {'RefRT_memory': '9,308,645', 'RefRT_rows': '186,140', 'RefRT_tweets': '24,796', 'RefRT_users': '111,744', 'RefRT_authors': '14,863', 'RefRT_datemin': '2020-02-09 23:30:56', 'RefRT_datemax': '2020-02-10 08:45:06'}, 'Inf': {'RefInf_memory': '7,756,054', 'RefInf_rows': '45,282', 'RefInf_authors': '45,282'}}
{'Fam': {'RefFam_memory': '4,902,894', 'RefFam_rows': '28,767', 'RefFam_authors': '16,537', 'RefFam_tweets': '28,767', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 09:44:12'}, 'RT': {'RefRT_memory': '9,177,989', 'RefRT_rows': '183,527', 'RefRT_tweets': '24,836', 'RefRT_users': '110,344', 'RefRT_authors': '14,877', 'RefRT_datemin': '2020-02-10 00:30:56', 'RefRT_datemax': '2020-02-10 09:45:07'}, 'Inf': {'RefInf_memory': '7,894,629', 'RefInf_rows': '46,092', 'RefInf_authors': '46,092'}}
{'Fam': {'RefFam_memory': '4,908,070', 'RefFam_rows': '28,761', 'RefFam_authors': '16,532', 'RefFam_tweets': '28,761', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 10:45:00'}, 'RT': {'RefRT_memory': '9,032,483', 'RefRT_rows': '180,617', 'RefRT_tweets': '24,635', 'RefRT_users': '109,007', 'RefRT_authors': '14,778', 'RefRT_datemin': '2020-02-10 01:30:56', 'RefRT_datemax': '2020-02-10 10:45:07'}, 'Inf': {'RefInf_memory': '8,031,688', 'RefInf_rows': '46,869', 'RefInf_authors': '46,869'}}
{'Fam': {'RefFam_memory': '4,911,449', 'RefFam_rows': '28,765', 'RefFam_authors': '16,504', 'RefFam_tweets': '28,765', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 11:44:23'}, 'RT': {'RefRT_memory': '9,023,733', 'RefRT_rows': '180,442', 'RefRT_tweets': '24,775', 'RefRT_users': '109,087', 'RefRT_authors': '14,909', 'RefRT_datemin': '2020-02-10 02:30:56', 'RefRT_datemax': '2020-02-10 11:45:07'}, 'Inf': {'RefInf_memory': '8,172,833', 'RefInf_rows': '47,691', 'RefInf_authors': '47,691'}}
{'Fam': {'RefFam_memory': '4,966,107', 'RefFam_rows': '29,085', 'RefFam_authors': '16,685', 'RefFam_tweets': '29,085', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 12:45:00'}, 'RT': {'RefRT_memory': '9,046,983', 'RefRT_rows': '180,907', 'RefRT_tweets': '24,989', 'RefRT_users': '109,293', 'RefRT_authors': '15,070', 'RefRT_datemin': '2020-02-10 03:30:56', 'RefRT_datemax': '2020-02-10 12:45:07'}, 'Inf': {'RefInf_memory': '8,318,391', 'RefInf_rows': '48,532', 'RefInf_authors': '48,532'}}
{'Fam': {'RefFam_memory': '5,067,145', 'RefFam_rows': '29,651', 'RefFam_authors': '16,982', 'RefFam_tweets': '29,651', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 13:45:00'}, 'RT': {'RefRT_memory': '9,166,239', 'RefRT_rows': '183,292', 'RefRT_tweets': '25,404', 'RefRT_users': '110,525', 'RefRT_authors': '15,301', 'RefRT_datemin': '2020-02-10 04:30:56', 'RefRT_datemax': '2020-02-10 13:45:08'}, 'Inf': {'RefInf_memory': '8,465,027', 'RefInf_rows': '49,379', 'RefInf_authors': '49,379'}}
{'Fam': {'RefFam_memory': '5,217,356', 'RefFam_rows': '30,521', 'RefFam_authors': '17,480', 'RefFam_tweets': '30,521', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 14:44:46'}, 'RT': {'RefRT_memory': '9,534,153', 'RefRT_rows': '190,650', 'RefRT_tweets': '26,044', 'RefRT_users': '114,732', 'RefRT_authors': '15,768', 'RefRT_datemin': '2020-02-10 05:30:56', 'RefRT_datemax': '2020-02-10 14:45:08'}, 'Inf': {'RefInf_memory': '8,642,462', 'RefInf_rows': '50,414', 'RefInf_authors': '50,414'}}
{'Fam': {'RefFam_memory': '5,403,070', 'RefFam_rows': '31,637', 'RefFam_authors': '18,192', 'RefFam_tweets': '31,637', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 15:44:36'}, 'RT': {'RefRT_memory': '10,146,427', 'RefRT_rows': '202,895', 'RefRT_tweets': '27,145', 'RefRT_users': '121,261', 'RefRT_authors': '16,450', 'RefRT_datemin': '2020-02-10 06:30:56', 'RefRT_datemax': '2020-02-10 15:45:11'}, 'Inf': {'RefInf_memory': '8,851,408', 'RefInf_rows': '51,616', 'RefInf_authors': '51,616'}}
{'Fam': {'RefFam_memory': '5,605,283', 'RefFam_rows': '32,822', 'RefFam_authors': '18,881', 'RefFam_tweets': '32,822', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 16:44:40'}, 'RT': {'RefRT_memory': '10,618,747', 'RefRT_rows': '212,341', 'RefRT_tweets': '28,179', 'RefRT_users': '126,761', 'RefRT_authors': '17,109', 'RefRT_datemin': '2020-02-10 07:30:56', 'RefRT_datemax': '2020-02-10 16:45:01'}, 'Inf': {'RefInf_memory': '9,056,346', 'RefInf_rows': '52,812', 'RefInf_authors': '52,812'}}
{'Fam': {'RefFam_memory': '5,793,447', 'RefFam_rows': '33,941', 'RefFam_authors': '19,602', 'RefFam_tweets': '33,941', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 17:44:58'}, 'RT': {'RefRT_memory': '11,187,219', 'RefRT_rows': '223,710', 'RefRT_tweets': '29,277', 'RefRT_users': '132,938', 'RefRT_authors': '17,902', 'RefRT_datemin': '2020-02-10 08:30:56', 'RefRT_datemax': '2020-02-10 17:45:10'}, 'Inf': {'RefInf_memory': '9,266,183', 'RefInf_rows': '54,023', 'RefInf_authors': '54,023'}}
{'Fam': {'RefFam_memory': '5,996,424', 'RefFam_rows': '35,168', 'RefFam_authors': '20,425', 'RefFam_tweets': '35,168', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 18:44:52'}, 'RT': {'RefRT_memory': '11,664,489', 'RefRT_rows': '233,255', 'RefRT_tweets': '30,319', 'RefRT_users': '138,499', 'RefRT_authors': '18,603', 'RefRT_datemin': '2020-02-10 09:30:56', 'RefRT_datemax': '2020-02-10 18:45:12'}, 'Inf': {'RefInf_memory': '9,483,066', 'RefInf_rows': '55,274', 'RefInf_authors': '55,274'}}
{'Fam': {'RefFam_memory': '5,738,192', 'RefFam_rows': '33,646', 'RefFam_authors': '19,600', 'RefFam_tweets': '33,646', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 18:51:01'}, 'RT': {'RefRT_memory': '10,904,309', 'RefRT_rows': '218,052', 'RefRT_tweets': '28,724', 'RefRT_users': '130,515', 'RefRT_authors': '17,751', 'RefRT_datemin': '2020-02-10 10:30:56', 'RefRT_datemax': '2020-02-10 18:51:10'}, 'Inf': {'RefInf_memory': '9,505,020', 'RefInf_rows': '55,402', 'RefInf_authors': '55,402'}}
{'Fam': {'RefFam_memory': '5,738,192', 'RefFam_rows': '33,646', 'RefFam_authors': '19,600', 'RefFam_tweets': '33,646', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 18:51:01'}, 'RT': {'RefRT_memory': '10,904,309', 'RefRT_rows': '218,052', 'RefRT_tweets': '28,724', 'RefRT_users': '130,515', 'RefRT_authors': '17,751', 'RefRT_datemin': '2020-02-10 10:30:56', 'RefRT_datemax': '2020-02-10 18:51:10'}, 'Inf': {'RefInf_memory': '9,505,020', 'RefInf_rows': '55,402', 'RefInf_authors': '55,402'}}
{'Fam': {'RefFam_memory': '5,738,192', 'RefFam_rows': '33,646', 'RefFam_authors': '19,600', 'RefFam_tweets': '33,646', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 18:51:01'}, 'RT': {'RefRT_memory': '10,904,309', 'RefRT_rows': '218,052', 'RefRT_tweets': '28,724', 'RefRT_users': '130,515', 'RefRT_authors': '17,751', 'RefRT_datemin': '2020-02-10 10:30:56', 'RefRT_datemax': '2020-02-10 18:51:10'}, 'Inf': {'RefInf_memory': '9,505,020', 'RefInf_rows': '55,402', 'RefInf_authors': '55,402'}}
{'Fam': {'RefFam_memory': '5,738,192', 'RefFam_rows': '33,646', 'RefFam_authors': '19,600', 'RefFam_tweets': '33,646', 'RefFam_datemin': '2013-04-11 14:20:15', 'RefFam_datemax': '2020-02-10 18:51:01'}, 'RT': {'RefRT_memory': '10,904,309', 'RefRT_rows': '218,052', 'RefRT_tweets': '28,724', 'RefRT_users': '130,515', 'RefRT_authors': '17,751', 'RefRT_datemin': '2020-02-10 10:30:56', 'RefRT_datemax': '2020-02-10 18:51:10'}, 'Inf': {'RefInf_memory': '9,505,020', 'RefInf_rows': '55,402', 'RefInf_authors': '55,402'}}
