{'Fam': {'RefFam_memory': '381,915', 'RefFam_rows': '2,222', 'RefFam_authors': '1,672', 'RefFam_tweets': '2,222', 'RefFam_datemin': '2019-12-10 18:33:26', 'RefFam_datemax': '2020-02-08 15:44:18'}, 'RT': {'RefRT_memory': '367,359', 'RefRT_rows': '7,322', 'RefRT_tweets': '2,222', 'RefRT_users': '5,814', 'RefRT_authors': '1,672', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-08 15:45:02'}, 'Inf': {'RefInf_memory': '298,685', 'RefInf_rows': '1,672', 'RefInf_authors': '1,672'}}
{'Fam': {'RefFam_memory': '5,707,824', 'RefFam_rows': '33,839', 'RefFam_authors': '20,614', 'RefFam_tweets': '33,839', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 03:44:10'}, 'RT': {'RefRT_memory': '16,586,056', 'RefRT_rows': '331,682', 'RefRT_tweets': '33,839', 'RefRT_users': '209,079', 'RefRT_authors': '20,614', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-09 03:45:05'}, 'Inf': {'RefInf_memory': '3,590,232', 'RefInf_rows': '20,614', 'RefInf_authors': '20,614'}}
{'Fam': {'RefFam_memory': '6,013,922', 'RefFam_rows': '35,665', 'RefFam_authors': '21,551', 'RefFam_tweets': '35,665', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 04:44:17'}, 'RT': {'RefRT_memory': '17,854,765', 'RefRT_rows': '357,055', 'RefRT_tweets': '35,665', 'RefRT_users': '222,145', 'RefRT_authors': '21,551', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-09 04:45:07'}, 'Inf': {'RefInf_memory': '3,747,346', 'RefInf_rows': '21,551', 'RefInf_authors': '21,551'}}
{'Fam': {'RefFam_memory': '6,339,728', 'RefFam_rows': '37,600', 'RefFam_authors': '22,505', 'RefFam_tweets': '37,600', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 05:44:23'}, 'RT': {'RefRT_memory': '19,146,572', 'RefRT_rows': '382,890', 'RefRT_tweets': '37,600', 'RefRT_users': '235,648', 'RefRT_authors': '22,505', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-09 05:45:07'}, 'Inf': {'RefInf_memory': '3,907,340', 'RefInf_rows': '22,505', 'RefInf_authors': '22,505'}}
{'Fam': {'RefFam_memory': '6,639,069', 'RefFam_rows': '39,377', 'RefFam_authors': '23,424', 'RefFam_tweets': '39,377', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 06:44:38'}, 'RT': {'RefRT_memory': '20,406,131', 'RefRT_rows': '408,080', 'RefRT_tweets': '39,377', 'RefRT_users': '248,674', 'RefRT_authors': '23,424', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-09 06:45:08'}, 'Inf': {'RefInf_memory': '4,060,993', 'RefInf_rows': '23,424', 'RefInf_authors': '23,424'}}
{'Fam': {'RefFam_memory': '6,927,917', 'RefFam_rows': '41,096', 'RefFam_authors': '24,345', 'RefFam_tweets': '41,096', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 07:44:33'}, 'RT': {'RefRT_memory': '21,552,284', 'RefRT_rows': '431,002', 'RefRT_tweets': '41,096', 'RefRT_users': '260,119', 'RefRT_authors': '24,345', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-09 07:45:07'}, 'Inf': {'RefInf_memory': '4,214,148', 'RefInf_rows': '24,345', 'RefInf_authors': '24,345'}}
{'Fam': {'RefFam_memory': '7,246,271', 'RefFam_rows': '42,990', 'RefFam_authors': '25,228', 'RefFam_tweets': '42,990', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 08:44:16'}, 'RT': {'RefRT_memory': '11,552,035', 'RefRT_rows': '231,006', 'RefRT_tweets': '25,680', 'RefRT_users': '142,525', 'RefRT_authors': '15,316', 'RefRT_datemin': '2020-02-08 23:30:56', 'RefRT_datemax': '2020-02-09 08:45:07'}, 'Inf': {'RefInf_memory': '4,362,078', 'RefInf_rows': '25,228', 'RefInf_authors': '25,228'}}
{'Fam': {'RefFam_memory': '4,691,379', 'RefFam_rows': '27,645', 'RefFam_authors': '16,415', 'RefFam_tweets': '27,645', 'RefFam_datemin': '2012-11-12 01:25:03', 'RefFam_datemax': '2020-02-09 09:44:49'}, 'RT': {'RefRT_memory': '11,441,429', 'RefRT_rows': '228,794', 'RefRT_tweets': '25,592', 'RefRT_users': '139,462', 'RefRT_authors': '15,257', 'RefRT_datemin': '2020-02-09 00:30:56', 'RefRT_datemax': '2020-02-09 09:45:07'}, 'Inf': {'RefInf_memory': '4,512,909', 'RefInf_rows': '26,116', 'RefInf_authors': '26,116'}}
{'Fam': {'RefFam_memory': '4,668,880', 'RefFam_rows': '27,489', 'RefFam_authors': '16,288', 'RefFam_tweets': '27,489', 'RefFam_datemin': '2017-03-10 17:39:37', 'RefFam_datemax': '2020-02-09 10:44:36'}, 'RT': {'RefRT_memory': '11,268,273', 'RefRT_rows': '225,331', 'RefRT_tweets': '25,327', 'RefRT_users': '137,011', 'RefRT_authors': '15,129', 'RefRT_datemin': '2020-02-09 01:30:56', 'RefRT_datemax': '2020-02-09 10:45:07'}, 'Inf': {'RefInf_memory': '4,651,456', 'RefInf_rows': '26,930', 'RefInf_authors': '26,930'}}
{'Fam': {'RefFam_memory': '4,626,241', 'RefFam_rows': '27,189', 'RefFam_authors': '16,138', 'RefFam_tweets': '27,189', 'RefFam_datemin': '2017-03-10 17:39:37', 'RefFam_datemax': '2020-02-09 11:44:34'}, 'RT': {'RefRT_memory': '10,989,811', 'RefRT_rows': '219,762', 'RefRT_tweets': '24,826', 'RefRT_users': '133,564', 'RefRT_authors': '14,931', 'RefRT_datemin': '2020-02-09 02:30:56', 'RefRT_datemax': '2020-02-09 11:45:07'}, 'Inf': {'RefInf_memory': '4,780,251', 'RefInf_rows': '27,701', 'RefInf_authors': '27,701'}}
{'Fam': {'RefFam_memory': '4,564,473', 'RefFam_rows': '26,818', 'RefFam_authors': '15,988', 'RefFam_tweets': '26,818', 'RefFam_datemin': '2017-03-10 17:39:37', 'RefFam_datemax': '2020-02-09 12:44:31'}, 'RT': {'RefRT_memory': '10,774,903', 'RefRT_rows': '215,464', 'RefRT_tweets': '24,573', 'RefRT_users': '131,429', 'RefRT_authors': '14,775', 'RefRT_datemin': '2020-02-09 03:30:56', 'RefRT_datemax': '2020-02-09 12:45:06'}, 'Inf': {'RefInf_memory': '4,915,882', 'RefInf_rows': '28,516', 'RefInf_authors': '28,516'}}
{'Fam': {'RefFam_memory': '4,535,288', 'RefFam_rows': '26,625', 'RefFam_authors': '15,901', 'RefFam_tweets': '26,625', 'RefFam_datemin': '2017-03-10 17:39:37', 'RefFam_datemax': '2020-02-09 13:44:14'}, 'RT': {'RefRT_memory': '10,639,547', 'RefRT_rows': '212,757', 'RefRT_tweets': '24,385', 'RefRT_users': '130,426', 'RefRT_authors': '14,739', 'RefRT_datemin': '2020-02-09 04:30:56', 'RefRT_datemax': '2020-02-09 13:45:07'}, 'Inf': {'RefInf_memory': '5,056,710', 'RefInf_rows': '29,343', 'RefInf_authors': '29,343'}}
{'Fam': {'RefFam_memory': '4,567,265', 'RefFam_rows': '26,780', 'RefFam_authors': '16,009', 'RefFam_tweets': '26,780', 'RefFam_datemin': '2017-03-10 17:39:37', 'RefFam_datemax': '2020-02-09 14:44:40'}, 'RT': {'RefRT_memory': '10,645,847', 'RefRT_rows': '212,883', 'RefRT_tweets': '24,540', 'RefRT_users': '131,018', 'RefRT_authors': '14,850', 'RefRT_datemin': '2020-02-09 05:30:56', 'RefRT_datemax': '2020-02-09 14:45:08'}, 'Inf': {'RefInf_memory': '5,214,448', 'RefInf_rows': '30,260', 'RefInf_authors': '30,260'}}
{'Fam': {'RefFam_memory': '4,629,164', 'RefFam_rows': '27,127', 'RefFam_authors': '16,275', 'RefFam_tweets': '27,127', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 15:45:00'}, 'RT': {'RefRT_memory': '10,876,107', 'RefRT_rows': '217,488', 'RefRT_tweets': '24,875', 'RefRT_users': '135,047', 'RefRT_authors': '15,098', 'RefRT_datemin': '2020-02-09 06:30:56', 'RefRT_datemax': '2020-02-09 15:45:10'}, 'Inf': {'RefInf_memory': '5,385,789', 'RefInf_rows': '31,277', 'RefInf_authors': '31,277'}}
{'Fam': {'RefFam_memory': '4,719,680', 'RefFam_rows': '27,660', 'RefFam_authors': '16,599', 'RefFam_tweets': '27,660', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 16:44:54'}, 'RT': {'RefRT_memory': '11,224,321', 'RefRT_rows': '224,452', 'RefRT_tweets': '25,458', 'RefRT_users': '140,549', 'RefRT_authors': '15,482', 'RefRT_datemin': '2020-02-09 07:30:56', 'RefRT_datemax': '2020-02-09 16:45:12'}, 'Inf': {'RefInf_memory': '5,564,469', 'RefInf_rows': '32,320', 'RefInf_authors': '32,320'}}
{'Fam': {'RefFam_memory': '4,797,091', 'RefFam_rows': '28,100', 'RefFam_authors': '16,883', 'RefFam_tweets': '28,100', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 17:44:49'}, 'RT': {'RefRT_memory': '11,508,033', 'RefRT_rows': '230,126', 'RefRT_tweets': '25,975', 'RefRT_users': '145,636', 'RefRT_authors': '15,758', 'RefRT_datemin': '2020-02-09 08:30:56', 'RefRT_datemax': '2020-02-09 17:45:08'}, 'Inf': {'RefInf_memory': '5,731,349', 'RefInf_rows': '33,299', 'RefInf_authors': '33,299'}}
{'Fam': {'RefFam_memory': '4,887,198', 'RefFam_rows': '28,619', 'RefFam_authors': '17,205', 'RefFam_tweets': '28,619', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 18:44:38'}, 'RT': {'RefRT_memory': '11,626,437', 'RefRT_rows': '232,494', 'RefRT_tweets': '26,403', 'RefRT_users': '149,180', 'RefRT_authors': '16,099', 'RefRT_datemin': '2020-02-09 09:30:56', 'RefRT_datemax': '2020-02-09 18:45:07'}, 'Inf': {'RefInf_memory': '5,903,335', 'RefInf_rows': '34,304', 'RefInf_authors': '34,304'}}
{'Fam': {'RefFam_memory': '4,946,327', 'RefFam_rows': '28,979', 'RefFam_authors': '17,508', 'RefFam_tweets': '28,979', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 19:44:02'}, 'RT': {'RefRT_memory': '11,749,341', 'RefRT_rows': '234,952', 'RefRT_tweets': '26,914', 'RefRT_users': '151,171', 'RefRT_authors': '16,442', 'RefRT_datemin': '2020-02-09 10:30:56', 'RefRT_datemax': '2020-02-09 19:45:09'}, 'Inf': {'RefInf_memory': '6,068,622', 'RefInf_rows': '35,286', 'RefInf_authors': '35,286'}}
{'Fam': {'RefFam_memory': '5,030,746', 'RefFam_rows': '29,479', 'RefFam_authors': '17,727', 'RefFam_tweets': '29,479', 'RefFam_datemin': '2017-03-16 10:46:47', 'RefFam_datemax': '2020-02-09 20:44:48'}, 'RT': {'RefRT_memory': '11,796,443', 'RefRT_rows': '235,894', 'RefRT_tweets': '27,360', 'RefRT_users': '152,099', 'RefRT_authors': '16,710', 'RefRT_datemin': '2020-02-09 11:30:56', 'RefRT_datemax': '2020-02-09 20:45:07'}, 'Inf': {'RefInf_memory': '6,221,214', 'RefInf_rows': '36,175', 'RefInf_authors': '36,175'}}
